"wz11cd","lsoa11cd","msoa11cd","date","Social Grade: All categories: Approximated social grade; measures: Value","Social Grade: AB Higher and intermediate managerial/administrative/professional occupations; measures: Value","Social Grade: C1 Supervisory, clerical and junior managerial/administrative/professional occupations; measures: Value","Social Grade: C2 Skilled manual occupations; measures: Value","Social Grade: DE Semi-skilled and unskilled manual occupations; unemployed and lowest grade occupations; measures: Value"
"E33020427","E01008962","E02001942",2011,399,70,116,106,107
"E33020427","E01008959","E02001942",2011,399,70,116,106,107
"E33020428","E01008961","E02001942",2011,431,81,112,123,115
"E33020428","E01008960","E02001942",2011,431,81,112,123,115
"E33020429","E01008942","E02001943",2011,372,74,88,124,86
"E33020429","E01008943","E02001943",2011,372,74,88,124,86
"E33020430","E01008969","E02001943",2011,506,130,176,99,101
"E33020430","E01008943","E02001943",2011,506,130,176,99,101
"E33020431","E01008971","E02001943",2011,338,75,120,74,69
"E33020432","E01008973","E02001944",2011,870,212,249,236,173
"E33020432","E01008975","E02001944",2011,870,212,249,236,173
"E33020432","E01008972","E02001944",2011,870,212,249,236,173
"E33020433","E01008974","E02001944",2011,318,57,77,86,98
"E33020433","E01008973","E02001944",2011,318,57,77,86,98
"E33020433","E01008972","E02001944",2011,318,57,77,86,98
"E33020434","E01008974","E02001944",2011,340,97,104,80,59
"E33020434","E01008973","E02001944",2011,340,97,104,80,59
"E33020435","E01009498","E02001945",2011,699,93,211,176,219
"E33020435","E01009499","E02001945",2011,699,93,211,176,219
"E33020435","E01009172","E02001945",2011,699,93,211,176,219
"E33020436","E01009172","E02001945",2011,360,61,68,129,102
"E33020436","E01009173","E02001945",2011,360,61,68,129,102
"E33020436","E01009174","E02001945",2011,360,61,68,129,102
"E33020437","E01009205","E02001946",2011,214,67,58,52,37
"E33020438","E01009205","E02001946",2011,318,71,88,117,42
"E33020438","E01009211","E02001946",2011,318,71,88,117,42
"E33020439","E01009218","E02001946",2011,434,102,128,123,81
"E33020440","E01009206","E02001946",2011,501,99,167,146,89
"E33020440","E01009219","E02001946",2011,501,99,167,146,89
"E33020441","E01008976","E02001947",2011,248,32,47,83,86
"E33020441","E01008978","E02001947",2011,248,32,47,83,86
"E33020442","E01008980","E02001947",2011,644,196,146,154,148
"E33020442","E01008978","E02001947",2011,644,196,146,154,148
"E33020443","E01008980","E02001947",2011,275,53,73,81,68
"E33020443","E01008979","E02001947",2011,275,53,73,81,68
"E33020444","E01008945","E02001948",2011,661,55,151,292,163
"E33020445","E01008945","E02001948",2011,337,48,102,116,71
"E33020445","E01008946","E02001948",2011,337,48,102,116,71
"E33020445","E01008947","E02001948",2011,337,48,102,116,71
"E33020445","E01008949","E02001948",2011,337,48,102,116,71
"E33020446","E01008947","E02001948",2011,320,38,103,87,92
"E33020446","E01008948","E02001948",2011,320,38,103,87,92
"E33020447","E01008948","E02001948",2011,458,61,109,136,152
"E33020447","E01008949","E02001948",2011,458,61,109,136,152
"E33020448","E01008977","E02001949",2011,296,69,92,83,52
"E33020448","E01009120","E02001949",2011,296,69,92,83,52
"E33020449","E01009119","E02001949",2011,534,167,179,83,105
"E33020450","E01009120","E02001949",2011,342,41,93,118,90
"E33020450","E01009109","E02001949",2011,342,41,93,118,90
"E33020451","E01009209","E02001950",2011,499,83,222,99,95
"E33020451","E01009207","E02001950",2011,499,83,222,99,95
"E33020452","E01009208","E02001950",2011,355,61,126,97,71
"E33020452","E01009162","E02001950",2011,355,61,126,97,71
"E33020453","E01009208","E02001950",2011,416,149,129,83,55
"E33020453","E01009209","E02001950",2011,416,149,129,83,55
"E33020454","E01009213","E02001950",2011,587,151,186,148,102
"E33020454","E01009162","E02001950",2011,587,151,186,148,102
"E33020455","E01009209","E02001950",2011,376,93,94,124,65
"E33020455","E01009213","E02001950",2011,376,93,94,124,65
"E33020456","E01033633","E02001951",2011,375,36,103,130,106
"E33020456","E01009160","E02001951",2011,375,36,103,130,106
"E33020456","E01009161","E02001951",2011,375,36,103,130,106
"E33020457","E01033633","E02001951",2011,278,31,72,86,89
"E33020457","E01009157","E02001951",2011,278,31,72,86,89
"E33020458","E01033633","E02001951",2011,448,99,123,115,111
"E33020458","E01009161","E02001951",2011,448,99,123,115,111
"E33020458","E01009155","E02001951",2011,448,99,123,115,111
"E33020459","E01009215","E02001952",2011,277,75,63,85,54
"E33020460","E01009210","E02001952",2011,297,48,73,105,71
"E33020460","E01009214","E02001952",2011,297,48,73,105,71
"E33020461","E01009212","E02001952",2011,271,35,68,91,77
"E33020461","E01009215","E02001952",2011,271,35,68,91,77
"E33020462","E01009117","E02001952",2011,541,172,106,133,130
"E33020462","E01009214","E02001952",2011,541,172,106,133,130
"E33020463","E01009116","E02001953",2011,378,85,128,93,72
"E33020463","E01009118","E02001953",2011,378,85,128,93,72
"E33020464","E01009108","E02001953",2011,314,67,70,96,81
"E33020464","E01009111","E02001953",2011,314,67,70,96,81
"E33020464","E01009118","E02001953",2011,314,67,70,96,81
"E33020465","E01009112","E02001953",2011,866,124,290,270,182
"E33020465","E01009111","E02001953",2011,866,124,290,270,182
"E33020466","E01009114","E02001954",2011,525,86,145,132,162
"E33020466","E01009113","E02001954",2011,525,86,145,132,162
"E33020466","E01009115","E02001954",2011,525,86,145,132,162
"E33020467","E01009110","E02001954",2011,474,106,121,130,117
"E33020467","E01009107","E02001954",2011,474,106,121,130,117
"E33020468","E01009163","E02001955",2011,489,164,115,137,73
"E33020469","E01009165","E02001955",2011,667,119,150,238,160
"E33020469","E01009169","E02001955",2011,667,119,150,238,160
"E33020470","E01009158","E02001955",2011,571,98,169,155,149
"E33020471","E01009159","E02001956",2011,530,82,230,133,85
"E33020472","E01009171","E02001956",2011,481,81,150,155,95
"E33020472","E01009164","E02001956",2011,481,81,150,155,95
"E33020472","E01009167","E02001956",2011,481,81,150,155,95
"E33020473","E01009216","E02001957",2011,463,73,123,168,99
"E33020473","E01009168","E02001957",2011,463,73,123,168,99
"E33020473","E01009166","E02001957",2011,463,73,123,168,99
"E33020473","E01009170","E02001957",2011,463,73,123,168,99
"E33020474","E01009217","E02001957",2011,542,66,149,190,137
"E33020474","E01009216","E02001957",2011,542,66,149,190,137
"E33023213","E01009039","E02006807",2011,622,159,169,177,117
"E33023213","E01009041","E02006807",2011,622,159,169,177,117
"E33023213","E01032589","E02006807",2011,622,159,169,177,117
"E33023214","E01009040","E02006807",2011,466,114,100,153,99
"E33023214","E01009039","E02006807",2011,466,114,100,153,99
"E33023214","E01009042","E02006807",2011,466,114,100,153,99
"E33023218","E01009279","E02006809",2011,286,69,58,83,76
"E33023218","E01009267","E02006809",2011,286,69,58,83,76
"E33023218","E01032591","E02006809",2011,286,69,58,83,76
"E33023219","E01009278","E02006809",2011,670,121,211,151,187
"E33023219","E01009279","E02006809",2011,670,121,211,151,187
"E33023220","E01009267","E02006809",2011,260,46,70,59,85
"E33023220","E01009262","E02006809",2011,260,46,70,59,85
"E33023220","E01032591","E02006809",2011,260,46,70,59,85
"E33023221","E01009262","E02006809",2011,302,71,74,85,72
"E33023221","E01009278","E02006809",2011,302,71,74,85,72
"E33023222","E01009276","E02006809",2011,346,124,74,70,78
"E33023222","E01032591","E02006809",2011,346,124,74,70,78
"E33023236","E01033557","E02006895",2011,400,155,171,35,39
"E33023237","E01033557","E02006895",2011,819,211,303,151,154
"E33023238","E01033557","E02006895",2011,623,175,272,62,114
"E33023239","E01033640","E02006895",2011,619,124,250,114,131
"E33023240","E01033624","E02006895",2011,477,158,148,87,84
"E33023240","E01033640","E02006895",2011,477,158,148,87,84
"E33023240","E01008995","E02006895",2011,477,158,148,87,84
"E33023241","E01008995","E02006895",2011,337,57,124,68,88
"E33023242","E01033624","E02006895",2011,858,229,350,134,145
"E33023242","E01033626","E02006895",2011,858,229,350,134,145
"E33023243","E01033616","E02006896",2011,313,111,110,49,43
"E33023243","E01033615","E02006896",2011,313,111,110,49,43
"E33023244","E01033615","E02006896",2011,260,33,84,84,59
"E33023244","E01033616","E02006896",2011,260,33,84,84,59
"E33023245","E01033615","E02006896",2011,304,38,114,63,89
"E33023246","E01033615","E02006896",2011,714,120,237,104,253
"E33023246","E01033567","E02006896",2011,714,120,237,104,253
"E33023247","E01009378","E02006896",2011,215,44,63,53,55
"E33023248","E01009378","E02006896",2011,334,41,79,71,143
"E33023249","E01033615","E02006896",2011,484,112,235,73,64
"E33023249","E01033567","E02006896",2011,484,112,235,73,64
"E33023250","E01033616","E02006896",2011,356,69,144,54,89
"E33023250","E01033567","E02006896",2011,356,69,144,54,89
"E33023251","E01009378","E02006896",2011,300,78,136,33,53
"E33023252","E01033639","E02006897",2011,411,94,114,45,158
"E33023252","E01033564","E02006897",2011,411,94,114,45,158
"E33023253","E01009146","E02006897",2011,445,131,132,87,95
"E33023254","E01009143","E02006897",2011,442,74,157,90,121
"E33023254","E01033639","E02006897",2011,442,74,157,90,121
"E33023255","E01009141","E02006898",2011,449,80,138,116,115
"E33023256","E01009141","E02006898",2011,1091,408,390,159,134
"E33023256","E01033619","E02006898",2011,1091,408,390,159,134
"E33023257","E01033565","E02006898",2011,468,140,175,80,73
"E33023258","E01033565","E02006898",2011,407,126,144,62,75
"E33023259","E01009141","E02006898",2011,329,61,93,67,108
"E33023260","E01033619","E02006898",2011,447,120,138,125,64
"E33023261","E01033618","E02006898",2011,269,103,89,42,35
"E33023261","E01009141","E02006898",2011,269,103,89,42,35
"E33023262","E01033627","E02006898",2011,306,90,97,62,57
"E33023262","E01033619","E02006898",2011,306,90,97,62,57
"E33023263","E01033623","E02006899",2011,492,102,160,100,130
"E33023264","E01033623","E02006899",2011,466,181,168,66,51
"E33023264","E01033622","E02006899",2011,466,181,168,66,51
"E33023265","E01033622","E02006899",2011,239,77,66,54,42
"E33023266","E01009327","E02006900",2011,256,30,61,54,111
"E33023266","E01009331","E02006900",2011,256,30,61,54,111
"E33023267","E01009200","E02006900",2011,437,73,159,93,112
"E33023268","E01009328","E02006900",2011,301,44,69,53,135
"E33023268","E01009344","E02006900",2011,301,44,69,53,135
"E33023268","E01009333","E02006900",2011,301,44,69,53,135
"E33023269","E01009344","E02006900",2011,401,116,104,74,107
"E33023269","E01009332","E02006900",2011,401,116,104,74,107
"E33023270","E01009200","E02006900",2011,290,55,91,86,58
"E33023271","E01009328","E02006900",2011,359,76,63,59,161
"E33023271","E01009335","E02006900",2011,359,76,63,59,161
"E33023271","E01009327","E02006900",2011,359,76,63,59,161
"E33023271","E01009331","E02006900",2011,359,76,63,59,161
"E33023272","E01009335","E02006900",2011,599,40,93,109,357
"E33023273","E01009340","E02006901",2011,310,57,83,85,85
"E33023274","E01009393","E02006901",2011,378,77,104,93,104
"E33023275","E01009391","E02006901",2011,288,60,62,63,103
"E33023275","E01009393","E02006901",2011,288,60,62,63,103
"E33023275","E01033641","E02006901",2011,288,60,62,63,103
"E33023276","E01009339","E02006901",2011,371,89,90,73,119
"E33023277","E01009382","E02006901",2011,242,50,72,38,82
"E33023278","E01033641","E02006901",2011,298,68,62,63,105
"E33023279","E01009382","E02006901",2011,304,57,90,59,98
"E33023279","E01009392","E02006901",2011,304,57,90,59,98
"E33023279","E01009393","E02006901",2011,304,57,90,59,98
"E33023280","E01009391","E02006901",2011,279,38,71,46,124
