"wz11cd","lsoa11cd","msoa11cd","date","Hours Worked: All categories: Hours worked; measures: Value","Hours Worked: Part-time: Total; measures: Value","Hours Worked: Part-time: 15 hours or less worked; measures: Value","Hours Worked: Part-time: 16 to 30 hours worked; measures: Value","Hours Worked: Full-time: Total; measures: Value","Hours Worked: Full-time: 31 to 48 hours worked; measures: Value","Hours Worked: Full-time: 49 or more hours worked; measures: Value"
"E33018102","E01008884","E02001904",2011,735,177,62,115,558,478,80
"E33018103","E01008884","E02001904",2011,324,77,30,47,247,198,49
"E33018104","E01008884","E02001904",2011,704,69,23,46,635,552,83
"E33018105","E01008884","E02001904",2011,413,69,13,56,344,308,36
"E33018106","E01008889","E02001904",2011,498,73,11,62,425,368,57
"E33018107","E01008889","E02001904",2011,228,67,7,60,161,136,25
"E33018108","E01008887","E02001904",2011,522,81,20,61,441,361,80
"E33018109","E01008889","E02001904",2011,179,23,3,20,156,122,34
"E33018110","E01008889","E02001904",2011,490,37,11,26,453,392,61
"E33018111","E01008889","E02001904",2011,473,61,20,41,412,326,86
"E33018112","E01008889","E02001904",2011,623,161,45,116,462,391,71
"E33018113","E01008910","E02001876",2011,481,54,14,40,427,376,51
"E33018114","E01008910","E02001876",2011,2456,499,109,390,1957,1663,294
"E33018115","E01033638","E02001875",2011,821,207,32,175,614,575,39
"E33018116","E01008913","E02001876",2011,363,37,18,19,326,288,38
"E33018117","E01008899","E02001863",2011,383,58,11,47,325,282,43
"E33018118","E01008899","E02001863",2011,256,51,13,38,205,182,23
"E33018119","E01008899","E02001863",2011,452,40,16,24,412,363,49
"E33018120","E01008899","E02001863",2011,465,76,20,56,389,327,62
"E33018121","E01008901","E02001863",2011,659,343,224,119,316,277,39
"E33018122","E01008901","E02001863",2011,667,91,19,72,576,503,73
"E33018123","E01008901","E02001863",2011,314,118,29,89,196,154,42
"E33018124","E01008901","E02001863",2011,509,66,6,60,443,379,64
"E33018125","E01008901","E02001863",2011,471,49,16,33,422,353,69
"E33018126","E01008917","E02001928",2011,261,36,4,32,225,204,21
"E33018127","E01008961","E02001942",2011,356,90,16,74,266,249,17
"E33018128","E01008961","E02001942",2011,371,185,58,127,186,162,24
"E33018129","E01008950","E02001939",2011,771,111,18,93,660,570,90
"E33018130","E01008991","E02001890",2011,794,209,44,165,585,538,47
"E33018131","E01008994","E02001900",2011,935,143,31,112,792,717,75
"E33018132","E01008994","E02001900",2011,333,61,5,56,272,242,30
"E33018133","E01008994","E02001900",2011,739,154,24,130,585,562,23
"E33018134","E01008994","E02001900",2011,206,67,11,56,139,136,3
"E33018135","E01008994","E02001900",2011,308,38,5,33,270,238,32
"E33018136","E01008990","E02001890",2011,741,80,17,63,661,596,65
"E33018137","E01008990","E02001890",2011,251,77,23,54,174,147,27
"E33018138","E01008990","E02001890",2011,415,78,21,57,337,301,36
"E33018139","E01008990","E02001890",2011,1722,403,70,333,1319,1187,132
"E33018140","E01008990","E02001890",2011,564,154,42,112,410,355,55
"E33018141","E01008988","E02001890",2011,392,105,15,90,287,259,28
"E33018142","E01033631","E02001905",2011,7744,2108,1144,964,5636,4537,1099
"E33018143","E01033631","E02001905",2011,210,59,20,39,151,114,37
"E33018144","E01033631","E02001905",2011,373,86,35,51,287,265,22
"E33018145","E01009007","E02001849",2011,233,99,20,79,134,117,17
"E33018146","E01009007","E02001849",2011,282,113,22,91,169,140,29
"E33018147","E01009007","E02001849",2011,384,173,43,130,211,189,22
"E33018148","E01009007","E02001849",2011,487,112,8,104,375,356,19
"E33018149","E01009007","E02001849",2011,507,119,27,92,388,364,24
"E33018150","E01009007","E02001849",2011,271,56,19,37,215,181,34
"E33018151","E01009007","E02001849",2011,398,140,34,106,258,235,23
"E33018152","E01009007","E02001849",2011,407,207,76,131,200,178,22
"E33018153","E01009014","E02001916",2011,1018,93,18,75,925,856,69
"E33018154","E01009026","E02001916",2011,370,116,33,83,254,210,44
"E33018155","E01033641","E02006901",2011,345,58,26,32,287,259,28
"E33018156","E01009015","E02001915",2011,315,101,24,77,214,166,48
"E33018157","E01009045","E02001923",2011,410,129,22,107,281,248,33
"E33018158","E01009069","E02001901",2011,491,241,58,183,250,229,21
"E33018159","E01009069","E02001901",2011,261,117,44,73,144,110,34
"E33018160","E01009098","E02001851",2011,842,91,25,66,751,696,55
"E33018161","E01009102","E02001854",2011,1571,157,48,109,1414,1190,224
"E33018162","E01009102","E02001854",2011,1166,599,283,316,567,515,52
"E33018163","E01009102","E02001854",2011,388,59,19,40,329,261,68
"E33018164","E01009102","E02001854",2011,584,112,24,88,472,371,101
"E33018165","E01009102","E02001854",2011,313,48,13,35,265,221,44
"E33018166","E01009102","E02001854",2011,304,34,14,20,270,246,24
"E33018167","E01009102","E02001854",2011,1483,189,53,136,1294,1110,184
"E33018168","E01009102","E02001854",2011,1028,170,65,105,858,762,96
"E33018169","E01009101","E02001855",2011,711,313,120,193,398,343,55
"E33018170","E01009101","E02001855",2011,2810,129,48,81,2681,2519,162
"E33018171","E01009101","E02001855",2011,526,52,15,37,474,407,67
"E33018172","E01009119","E02001949",2011,249,30,9,21,219,197,22
"E33018173","E01009119","E02001949",2011,274,97,23,74,177,153,24
"E33018174","E01009119","E02001949",2011,668,77,24,53,591,543,48
"E33018175","E01009119","E02001949",2011,386,47,15,32,339,291,48
"E33018176","E01009119","E02001949",2011,745,95,19,76,650,579,71
"E33018177","E01009116","E02001953",2011,965,160,44,116,805,722,83
"E33018178","E01033627","E02006898",2011,3549,451,121,330,3098,2467,631
"E33018179","E01033627","E02006898",2011,377,174,71,103,203,183,20
"E33018180","E01033622","E02006899",2011,1633,351,101,250,1282,950,332
"E33018181","E01033627","E02006898",2011,373,64,14,50,309,276,33
"E33018182","E01033627","E02006898",2011,1013,246,98,148,767,650,117
"E33018183","E01033627","E02006898",2011,1158,232,95,137,926,796,130
"E33018184","E01009146","E02006897",2011,249,93,21,72,156,133,23
"E33018185","E01009146","E02006897",2011,364,96,28,68,268,224,44
"E33018186","E01009146","E02006897",2011,389,132,42,90,257,218,39
"E33018187","E01009146","E02006897",2011,2428,473,80,393,1955,1835,120
"E33018188","E01033639","E02006897",2011,367,112,17,95,255,234,21
"E33018189","E01033639","E02006897",2011,377,188,75,113,189,164,25
"E33018190","E01033639","E02006897",2011,749,167,39,128,582,510,72
"E33018191","E01033639","E02006897",2011,539,245,69,176,294,263,31
"E33018192","E01033639","E02006897",2011,424,78,12,66,346,323,23
"E33018193","E01033639","E02006897",2011,588,58,7,51,530,506,24
"E33018194","E01033623","E02006899",2011,675,132,37,95,543,456,87
"E33018195","E01009159","E02001956",2011,1194,299,60,239,895,756,139
"E33018196","E01009159","E02001956",2011,709,347,125,222,362,330,32
"E33018197","E01009184","E02001918",2011,1210,337,82,255,873,817,56
"E33018198","E01009188","E02001918",2011,458,135,40,95,323,258,65
"E33018199","E01009178","E02001930",2011,539,256,67,189,283,237,46
"E33018200","E01009178","E02001930",2011,496,221,76,145,275,242,33
"E33018201","E01009178","E02001930",2011,386,237,73,164,149,131,18
"E33018202","E01009203","E02001869",2011,806,81,21,60,725,613,112
"E33018203","E01009199","E02001878",2011,850,204,91,113,646,487,159
"E33018204","E01009204","E02001878",2011,302,72,28,44,230,179,51
"E33018205","E01009204","E02001878",2011,312,49,9,40,263,198,65
"E33018206","E01009204","E02001878",2011,370,39,7,32,331,220,111
"E33018207","E01009204","E02001878",2011,255,34,9,25,221,183,38
"E33018208","E01033644","E02001878",2011,208,68,28,40,140,117,23
"E33018209","E01033644","E02001878",2011,257,27,4,23,230,204,26
"E33018210","E01033644","E02001878",2011,932,197,40,157,735,625,110
"E33018211","E01009194","E02001877",2011,327,111,36,75,216,190,26
"E33018212","E01009198","E02001884",2011,277,122,49,73,155,125,30
"E33018213","E01009198","E02001884",2011,293,103,16,87,190,150,40
"E33018214","E01009198","E02001884",2011,267,75,8,67,192,175,17
"E33018215","E01009198","E02001884",2011,327,109,27,82,218,187,31
"E33018216","E01009200","E02006900",2011,197,77,21,56,120,105,15
"E33018217","E01009200","E02006900",2011,248,98,37,61,150,103,47
"E33018218","E01009200","E02006900",2011,422,106,47,59,316,240,76
"E33018219","E01009200","E02006900",2011,745,108,21,87,637,580,57
"E33018220","E01009200","E02006900",2011,284,97,35,62,187,166,21
"E33018221","E01009200","E02006900",2011,301,52,11,41,249,223,26
"E33018222","E01009200","E02006900",2011,278,79,10,69,199,172,27
"E33018223","E01009200","E02006900",2011,965,268,69,199,697,604,93
"E33018224","E01009202","E02001869",2011,222,51,11,40,171,143,28
"E33018225","E01009202","E02001869",2011,1138,312,78,234,826,731,95
"E33018226","E01009202","E02001869",2011,226,28,11,17,198,158,40
"E33018227","E01009202","E02001869",2011,530,70,16,54,460,365,95
"E33018228","E01009203","E02001869",2011,275,34,3,31,241,219,22
"E33018229","E01009203","E02001869",2011,279,61,8,53,218,185,33
"E33018230","E01009203","E02001869",2011,380,32,12,20,348,268,80
"E33018231","E01009203","E02001869",2011,300,15,2,13,285,245,40
"E33018232","E01009203","E02001869",2011,242,27,7,20,215,185,30
"E33018233","E01009203","E02001869",2011,312,63,14,49,249,207,42
"E33018234","E01009203","E02001869",2011,252,27,8,19,225,196,29
"E33018235","E01009203","E02001869",2011,470,51,15,36,419,350,69
"E33018236","E01009201","E02001869",2011,258,66,10,56,192,154,38
"E33018237","E01009201","E02001869",2011,417,68,14,54,349,300,49
"E33018238","E01009201","E02001869",2011,564,97,30,67,467,415,52
"E33018239","E01009219","E02001946",2011,933,503,179,324,430,373,57
"E33018240","E01009232","E02001848",2011,452,101,32,69,351,304,47
"E33018241","E01009222","E02001834",2011,207,28,9,19,179,163,16
"E33018242","E01009222","E02001834",2011,668,173,47,126,495,402,93
"E33018243","E01009223","E02001839",2011,930,450,117,333,480,384,96
"E33018244","E01009239","E02001859",2011,339,95,26,69,244,222,22
"E33018245","E01009239","E02001859",2011,1179,216,37,179,963,763,200
"E33018246","E01009239","E02001859",2011,715,95,31,64,620,537,83
"E33018247","E01009239","E02001859",2011,516,143,42,101,373,362,11
"E33018248","E01009239","E02001859",2011,864,81,17,64,783,732,51
"E33018249","E01009240","E02001850",2011,316,78,15,63,238,194,44
"E33018250","E01009242","E02001850",2011,1210,690,250,440,520,459,61
"E33018251","E01009284","E02001922",2011,1423,446,97,349,977,875,102
"E33018252","E01009280","E02001926",2011,687,187,51,136,500,459,41
"E33018253","E01009281","E02001925",2011,230,98,29,69,132,114,18
"E33018254","E01009281","E02001925",2011,306,80,28,52,226,201,25
"E33018255","E01009303","E02001883",2011,633,100,32,68,533,460,73
"E33018256","E01009306","E02001872",2011,218,26,3,23,192,157,35
"E33018257","E01009315","E02001907",2011,810,313,80,233,497,468,29
"E33018258","E01009315","E02001907",2011,560,193,46,147,367,329,38
"E33018259","E01009320","E02001907",2011,252,97,25,72,155,131,24
"E33018260","E01009320","E02001907",2011,375,138,58,80,237,202,35
"E33018261","E01009320","E02001907",2011,247,96,27,69,151,127,24
"E33018262","E01009320","E02001907",2011,694,121,31,90,573,521,52
"E33018263","E01009321","E02001895",2011,739,73,22,51,666,604,62
"E33018264","E01009322","E02001895",2011,994,165,58,107,829,644,185
"E33018265","E01009322","E02001895",2011,787,92,24,68,695,548,147
"E33018266","E01009322","E02001895",2011,350,64,12,52,286,240,46
"E33018267","E01009332","E02006900",2011,308,161,56,105,147,134,13
"E33018268","E01009329","E02001896",2011,222,123,19,104,99,81,18
"E33018269","E01009329","E02001896",2011,385,195,31,164,190,169,21
"E33018270","E01009339","E02006901",2011,390,65,19,46,325,268,57
"E33018271","E01009338","E02001896",2011,1471,232,49,183,1239,1096,143
"E33018272","E01009340","E02006901",2011,741,100,25,75,641,549,92
"E33018273","E01009339","E02006901",2011,207,42,9,33,165,143,22
"E33018274","E01009339","E02006901",2011,1079,102,28,74,977,835,142
"E33018275","E01009341","E02001892",2011,4359,1079,171,908,3280,2977,303
"E33018276","E01009332","E02006900",2011,793,145,51,94,648,591,57
"E33018277","E01009332","E02006900",2011,443,228,45,183,215,173,42
"E33018278","E01009349","E02001862",2011,360,166,64,102,194,166,28
"E33018279","E01033635","E02001865",2011,276,90,26,64,186,152,34
"E33018280","E01033635","E02001865",2011,535,211,67,144,324,272,52
"E33018281","E01009354","E02001862",2011,228,74,16,58,154,131,23
"E33018282","E01009379","E02001897",2011,573,263,39,224,310,272,38
"E33018283","E01009364","E02001897",2011,448,149,40,109,299,247,52
"E33018284","E01009364","E02001897",2011,367,54,12,42,313,233,80
"E33018285","E01009364","E02001897",2011,372,88,26,62,284,245,39
"E33018286","E01009378","E02006896",2011,517,183,49,134,334,292,42
"E33018287","E01009367","E02001909",2011,195,39,11,28,156,145,11
"E33018288","E01009367","E02001909",2011,234,117,36,81,117,102,15
"E33018289","E01009367","E02001909",2011,392,145,58,87,247,211,36
"E33018290","E01009371","E02001903",2011,274,130,33,97,144,125,19
"E33018291","E01033641","E02006901",2011,423,143,44,99,280,251,29
"E33018292","E01009400","E02001857",2011,768,105,32,73,663,535,128
"E33018293","E01009400","E02001857",2011,491,52,15,37,439,391,48
"E33018294","E01009400","E02001857",2011,551,40,5,35,511,457,54
"E33018295","E01009423","E02001828",2011,759,374,146,228,385,331,54
"E33018296","E01009424","E02001830",2011,360,99,18,81,261,230,31
"E33018297","E01009424","E02001830",2011,598,99,24,75,499,410,89
"E33018298","E01009432","E02001832",2011,696,96,25,71,600,465,135
"E33018299","E01009449","E02001835",2011,343,124,35,89,219,194,25
"E33018300","E01009450","E02001838",2011,553,68,23,45,485,423,62
"E33018301","E01009443","E02001847",2011,981,540,130,410,441,387,54
"E33018302","E01009443","E02001847",2011,727,94,22,72,633,558,75
"E33018303","E01009441","E02001847",2011,445,41,7,34,404,362,42
"E33018304","E01009441","E02001847",2011,1078,80,21,59,998,873,125
"E33018305","E01009449","E02001835",2011,248,61,22,39,187,166,21
"E33018306","E01009449","E02001835",2011,319,132,41,91,187,158,29
"E33018307","E01009449","E02001835",2011,336,138,52,86,198,173,25
"E33018308","E01009449","E02001835",2011,744,322,122,200,422,386,36
"E33018309","E01009449","E02001835",2011,600,369,164,205,231,215,16
"E33018310","E01009449","E02001835",2011,559,168,68,100,391,331,60
"E33018311","E01009474","E02001836",2011,610,280,85,195,330,273,57
"E33018312","E01009456","E02001844",2011,315,103,27,76,212,164,48
"E33018313","E01009478","E02001874",2011,821,164,18,146,657,486,171
"E33018314","E01009483","E02001877",2011,520,92,19,73,428,385,43
"E33019808","E01009378","E02006896",2011,405,97,14,83,308,292,16
"E33019809","E01033559","E02001875",2011,266,66,10,56,200,163,37
"E33019810","E01033559","E02001875",2011,307,33,6,27,274,251,23
"E33019811","E01033559","E02001875",2011,294,97,22,75,197,162,35
"E33019812","E01033559","E02001875",2011,396,83,33,50,313,238,75
"E33019813","E01033559","E02001875",2011,225,38,7,31,187,165,22
"E33019814","E01033559","E02001875",2011,238,55,17,38,183,160,23
"E33019815","E01033559","E02001875",2011,208,41,8,33,167,136,31
"E33019816","E01033559","E02001875",2011,224,42,12,30,182,165,17
"E33019817","E01033559","E02001875",2011,307,84,22,62,223,171,52
"E33019818","E01033559","E02001875",2011,446,139,30,109,307,259,48
"E33019819","E01033561","E02001876",2011,239,57,14,43,182,167,15
"E33019820","E01033561","E02001876",2011,595,99,46,53,496,428,68
"E33019821","E01033561","E02001876",2011,236,38,11,27,198,173,25
"E33019822","E01033561","E02001876",2011,411,129,45,84,282,234,48
"E33019823","E01033561","E02001876",2011,1444,698,346,352,746,705,41
"E33019824","E01033561","E02001876",2011,865,131,59,72,734,629,105
"E33019825","E01033562","E02001913",2011,237,59,10,49,178,150,28
"E33019826","E01033562","E02001913",2011,459,100,17,83,359,330,29
"E33019827","E01033562","E02001913",2011,1615,367,51,316,1248,1114,134
"E33019828","E01033562","E02001913",2011,1687,545,113,432,1142,1044,98
"E33019829","E01033562","E02001913",2011,4392,973,170,803,3419,2926,493
"E33019830","E01033616","E02006896",2011,317,76,18,58,241,193,48
"E33019831","E01033615","E02006896",2011,292,44,11,33,248,201,47
"E33019832","E01033615","E02006896",2011,309,94,43,51,215,164,51
"E33019833","E01033615","E02006896",2011,1386,866,449,417,520,485,35
"E33019834","E01033615","E02006896",2011,828,284,90,194,544,405,139
"E33019835","E01033615","E02006896",2011,1266,219,47,172,1047,980,67
"E33019836","E01033615","E02006896",2011,397,43,15,28,354,300,54
"E33019837","E01033615","E02006896",2011,287,76,15,61,211,187,24
"E33019838","E01033615","E02006896",2011,319,102,29,73,217,166,51
"E33019839","E01033615","E02006896",2011,2020,1160,640,520,860,783,77
"E33019840","E01033615","E02006896",2011,261,123,54,69,138,123,15
"E33019841","E01033615","E02006896",2011,827,129,17,112,698,647,51
"E33019842","E01033615","E02006896",2011,320,62,20,42,258,219,39
"E33019843","E01033615","E02006896",2011,335,130,28,102,205,154,51
"E33019844","E01033557","E02006895",2011,896,128,22,106,768,724,44
"E33019845","E01033617","E02001876",2011,598,118,23,95,480,417,63
"E33019846","E01033617","E02001876",2011,349,43,2,41,306,279,27
"E33019847","E01033617","E02001876",2011,894,218,41,177,676,613,63
"E33019848","E01033617","E02001876",2011,204,44,12,32,160,136,24
"E33019849","E01033617","E02001876",2011,1180,163,19,144,1017,808,209
"E33019850","E01033617","E02001876",2011,348,53,16,37,295,264,31
"E33019851","E01033617","E02001876",2011,1138,146,17,129,992,923,69
"E33019852","E01033617","E02001876",2011,2900,657,118,539,2243,1940,303
"E33019853","E01033617","E02001876",2011,344,98,28,70,246,205,41
"E33019854","E01033617","E02001876",2011,2997,279,70,209,2718,2193,525
"E33019855","E01033617","E02001876",2011,364,88,41,47,276,216,60
"E33019856","E01033619","E02006898",2011,207,48,13,35,159,136,23
"E33019857","E01033619","E02006898",2011,268,41,15,26,227,196,31
"E33019858","E01009378","E02006896",2011,226,46,11,35,180,158,22
"E33019859","E01009378","E02006896",2011,200,48,18,30,152,142,10
"E33019860","E01009378","E02006896",2011,384,74,18,56,310,274,36
"E33019861","E01009378","E02006896",2011,516,48,12,36,468,390,78
"E33019862","E01009378","E02006896",2011,257,48,9,39,209,168,41
"E33019863","E01009378","E02006896",2011,310,63,12,51,247,215,32
"E33019864","E01033620","E02006899",2011,426,144,40,104,282,260,22
"E33019865","E01033561","E02001876",2011,357,94,22,72,263,233,30
"E33019866","E01033561","E02001876",2011,406,69,20,49,337,282,55
"E33019867","E01033561","E02001876",2011,228,39,14,25,189,164,25
"E33019868","E01033561","E02001876",2011,1939,498,233,265,1441,1211,230
"E33019869","E01033561","E02001876",2011,254,74,24,50,180,157,23
"E33019870","E01033561","E02001876",2011,1577,321,41,280,1256,1184,72
"E33019871","E01033561","E02001876",2011,305,73,19,54,232,194,38
"E33019872","E01033561","E02001876",2011,474,81,20,61,393,359,34
"E33019873","E01033561","E02001876",2011,397,59,20,39,338,312,26
"E33019874","E01009345","E02001879",2011,1090,194,31,163,896,811,85
"E33019875","E01033620","E02006899",2011,310,56,7,49,254,239,15
"E33019876","E01033620","E02006899",2011,515,73,7,66,442,359,83
"E33019877","E01033620","E02006899",2011,406,107,35,72,299,229,70
"E33019878","E01033620","E02006899",2011,697,71,12,59,626,453,173
"E33019879","E01033620","E02006899",2011,1925,615,201,414,1310,1176,134
"E33019880","E01033620","E02006899",2011,390,80,38,42,310,267,43
"E33019881","E01033620","E02006899",2011,1589,165,21,144,1424,1101,323
"E33019882","E01033620","E02006899",2011,1138,120,29,91,1018,749,269
"E33019883","E01033620","E02006899",2011,294,71,19,52,223,187,36
"E33019884","E01033620","E02006899",2011,512,161,57,104,351,305,46
"E33019885","E01033620","E02006899",2011,254,35,9,26,219,165,54
"E33019886","E01033620","E02006899",2011,1743,226,46,180,1517,1253,264
"E33019887","E01033620","E02006899",2011,1341,276,70,206,1065,992,73
"E33019888","E01033620","E02006899",2011,1063,141,25,116,922,822,100
"E33019889","E01033620","E02006899",2011,409,45,3,42,364,304,60
"E33019890","E01033620","E02006899",2011,1440,244,56,188,1196,1045,151
"E33019891","E01033620","E02006899",2011,907,171,52,119,736,633,103
"E33019892","E01033620","E02006899",2011,1291,189,19,170,1102,955,147
"E33019893","E01033620","E02006899",2011,769,209,64,145,560,484,76
"E33019894","E01033620","E02006899",2011,676,87,11,76,589,492,97
"E33019895","E01033620","E02006899",2011,985,140,24,116,845,763,82
"E33019896","E01033620","E02006899",2011,485,98,32,66,387,340,47
"E33019897","E01033620","E02006899",2011,198,104,41,63,94,85,9
"E33019898","E01033620","E02006899",2011,391,82,25,57,309,243,66
"E33019899","E01033620","E02006899",2011,855,142,37,105,713,650,63
"E33019900","E01033620","E02006899",2011,988,162,54,108,826,714,112
"E33019901","E01033620","E02006899",2011,273,78,26,52,195,167,28
"E33019902","E01033620","E02006899",2011,496,158,28,130,338,316,22
"E33019903","E01033620","E02006899",2011,1354,290,58,232,1064,1006,58
"E33019904","E01033620","E02006899",2011,1824,217,35,182,1607,1179,428
"E33019905","E01033620","E02006899",2011,410,35,8,27,375,312,63
"E33019906","E01033620","E02006899",2011,313,44,11,33,269,228,41
"E33019907","E01033620","E02006899",2011,614,102,27,75,512,457,55
"E33019908","E01033625","E02006899",2011,1352,122,21,101,1230,1092,138
"E33019909","E01033625","E02006899",2011,2021,344,109,235,1677,1440,237
"E33019910","E01033625","E02006899",2011,329,87,33,54,242,203,39
"E33019911","E01033625","E02006899",2011,282,46,20,26,236,196,40
"E33019912","E01033617","E02001876",2011,603,170,54,116,433,374,59
"E33019913","E01033625","E02006899",2011,906,214,33,181,692,610,82
"E33019914","E01033625","E02006899",2011,521,172,51,121,349,299,50
"E33019915","E01033625","E02006899",2011,268,112,65,47,156,133,23
"E33019916","E01033625","E02006899",2011,666,120,26,94,546,485,61
"E33019917","E01033617","E02001876",2011,1687,246,74,172,1441,1341,100
"E33019918","E01008899","E02001863",2011,312,61,16,45,251,194,57
"E33019919","E01033620","E02006899",2011,441,193,85,108,248,231,17
"E33019920","E01033620","E02006899",2011,1005,549,216,333,456,425,31
"E33019921","E01033620","E02006899",2011,309,67,12,55,242,224,18
"E33019922","E01033620","E02006899",2011,865,476,219,257,389,353,36
"E33019923","E01033620","E02006899",2011,319,145,61,84,174,146,28
"E33019924","E01033620","E02006899",2011,1357,381,59,322,976,940,36
"E33019925","E01033620","E02006899",2011,331,55,14,41,276,255,21
"E33019926","E01033620","E02006899",2011,348,127,47,80,221,199,22
"E33019927","E01033620","E02006899",2011,620,251,117,134,369,314,55
"E33019928","E01033620","E02006899",2011,434,186,67,119,248,188,60
"E33019929","E01033620","E02006899",2011,354,167,68,99,187,169,18
"E33019930","E01033620","E02006899",2011,368,101,17,84,267,253,14
"E33019931","E01033620","E02006899",2011,370,96,26,70,274,239,35
"E33019932","E01033620","E02006899",2011,206,103,37,66,103,91,12
"E33019933","E01033620","E02006899",2011,333,157,71,86,176,144,32
"E33019934","E01033620","E02006899",2011,523,166,60,106,357,317,40
"E33019935","E01033620","E02006899",2011,2606,267,56,211,2339,1918,421
"E33019936","E01033622","E02006899",2011,233,48,25,23,185,156,29
"E33019937","E01033622","E02006899",2011,306,40,15,25,266,192,74
"E33019938","E01033622","E02006899",2011,677,113,31,82,564,526,38
"E33019939","E01033619","E02006898",2011,264,57,16,41,207,166,41
"E33019940","E01033619","E02006898",2011,420,136,38,98,284,229,55
"E33019941","E01033619","E02006898",2011,348,54,13,41,294,265,29
"E33019942","E01033623","E02006899",2011,324,48,10,38,276,246,30
"E33019943","E01033623","E02006899",2011,615,97,24,73,518,435,83
"E33019944","E01033623","E02006899",2011,600,133,31,102,467,382,85
"E33019945","E01033631","E02001905",2011,233,104,66,38,129,115,14
"E33019946","E01033631","E02001905",2011,576,109,25,84,467,413,54
"E33019947","E01009143","E02006897",2011,601,78,12,66,523,489,34
"E33019948","E01009143","E02006897",2011,447,180,34,146,267,211,56
"E33019949","E01009143","E02006897",2011,1166,212,55,157,954,834,120
"E33019950","E01033565","E02006898",2011,1072,240,36,204,832,787,45
"E33019951","E01033620","E02006899",2011,559,122,29,93,437,361,76
"E33019952","E01033620","E02006899",2011,350,91,21,70,259,182,77
"E33019953","E01033620","E02006899",2011,359,161,50,111,198,181,17
"E33019954","E01009342","E02001889",2011,1441,419,85,334,1022,945,77
"E33019955","E01033622","E02006899",2011,443,108,30,78,335,288,47
"E33019956","E01033623","E02006899",2011,212,39,12,27,173,137,36
"E33019957","E01009239","E02001859",2011,1563,360,145,215,1203,1101,102
"E33019958","E01009239","E02001859",2011,698,111,35,76,587,486,101
"E33019959","E01009239","E02001859",2011,535,87,23,64,448,412,36
"E33019960","E01008914","E02001876",2011,248,56,17,39,192,162,30
"E33019961","E01008914","E02001876",2011,215,49,17,32,166,143,23
"E33019962","E01008914","E02001876",2011,246,52,18,34,194,170,24
"E33019963","E01008914","E02001876",2011,227,21,5,16,206,184,22
"E33019964","E01008914","E02001876",2011,224,34,9,25,190,151,39
"E33019965","E01008914","E02001876",2011,444,46,16,30,398,343,55
"E33019966","E01009418","E02001827",2011,284,80,31,49,204,152,52
"E33019966","E01009433","E02001827",2011,284,80,31,49,204,152,52
"E33019967","E01009418","E02001827",2011,635,281,125,156,354,254,100
"E33019967","E01009433","E02001827",2011,635,281,125,156,354,254,100
"E33019967","E01009419","E02001827",2011,635,281,125,156,354,254,100
"E33019967","E01009417","E02001827",2011,635,281,125,156,354,254,100
"E33019968","E01009415","E02001828",2011,258,91,33,58,167,125,42
"E33019968","E01009423","E02001828",2011,258,91,33,58,167,125,42
"E33019969","E01009423","E02001828",2011,437,168,65,103,269,218,51
"E33019969","E01009425","E02001828",2011,437,168,65,103,269,218,51
"E33019970","E01009425","E02001828",2011,420,173,72,101,247,194,53
"E33019970","E01009415","E02001828",2011,420,173,72,101,247,194,53
"E33019970","E01009422","E02001828",2011,420,173,72,101,247,194,53
"E33019971","E01009425","E02001828",2011,475,205,62,143,270,236,34
"E33019972","E01009422","E02001828",2011,496,223,80,143,273,212,61
"E33019972","E01009425","E02001828",2011,496,223,80,143,273,212,61
"E33019973","E01009420","E02001829",2011,364,144,63,81,220,157,63
"E33019973","E01009426","E02001829",2011,364,144,63,81,220,157,63
"E33019973","E01009416","E02001829",2011,364,144,63,81,220,157,63
"E33019974","E01009416","E02001829",2011,324,110,41,69,214,146,68
"E33019975","E01009431","E02001829",2011,367,137,55,82,230,173,57
"E33019975","E01009429","E02001829",2011,367,137,55,82,230,173,57
"E33019975","E01009426","E02001829",2011,367,137,55,82,230,173,57
"E33019976","E01009431","E02001829",2011,412,173,87,86,239,188,51
"E33019976","E01009426","E02001829",2011,412,173,87,86,239,188,51
"E33019976","E01009429","E02001829",2011,412,173,87,86,239,188,51
"E33019977","E01009424","E02001830",2011,421,176,76,100,245,187,58
"E33019977","E01009421","E02001830",2011,421,176,76,100,245,187,58
"E33019978","E01009424","E02001830",2011,338,100,27,73,238,185,53
"E33019979","E01009424","E02001830",2011,230,72,19,53,158,127,31
"E33019979","E01009430","E02001830",2011,230,72,19,53,158,127,31
"E33019980","E01009427","E02001830",2011,333,160,59,101,173,139,34
"E33019980","E01009430","E02001830",2011,333,160,59,101,173,139,34
"E33019981","E01009430","E02001830",2011,281,133,59,74,148,107,41
"E33019981","E01009427","E02001830",2011,281,133,59,74,148,107,41
"E33019982","E01009468","E02001830",2011,278,120,50,70,158,115,43
"E33019983","E01009424","E02001830",2011,349,95,22,73,254,210,44
"E33019984","E01009424","E02001830",2011,914,280,89,191,634,507,127
"E33019984","E01009428","E02001830",2011,914,280,89,191,634,507,127
"E33019985","E01009448","E02001831",2011,321,113,43,70,208,155,53
"E33019985","E01009445","E02001831",2011,321,113,43,70,208,155,53
"E33019986","E01009447","E02001831",2011,262,106,26,80,156,124,32
"E33019986","E01009446","E02001831",2011,262,106,26,80,156,124,32
